id,system,category,subcategory,plain_text,source_file
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L96,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,OHKO,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L100,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,None,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L101,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,Vanilla,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L102,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,Jalapeño,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L103,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,Serrano,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L104,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,Habanero,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L111,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,Always,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L112,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,Never,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L116,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,Disabled,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L122,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,None,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L128,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,Disabled,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L129,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,Always,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L130,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,Random,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L132,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,Dungeons,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L140,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,Disabled,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L141,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,Random,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L147,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,Enhancements,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L147,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,Menu.EnhancementsSidebarSection,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L150,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,Enhancements,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L151,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,Enhancements,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L154,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,Saving,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L155,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,Autosave,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L156,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,Autosave,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L164,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,RememberSaveLocation,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L171,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,ChestSizeAndTextureMatchContents,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L173,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,ChestSizeAndTextureMatchContents,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L174,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,ChestSizeDependsStoneOfAgony,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L190,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,ChestSizeDependsStoneOfAgony,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L192,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,ChestSizeAndTextureMatchesContents,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L198,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,NightGSAlwaysSpawn,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L201,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,DayGravePull,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L204,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,DampeAllNight,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L208,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,MarketSneak,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L213,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,OpenAllHours,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L225,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,PauseAnyCursor,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L233,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,PauseWarp,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L238,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,Controls,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L240,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,NaviOnL,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L244,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,NoInputForCredits,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L250,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,IncludeHeldInputsBufferWindow,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L256,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,PauseBufferWindow,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L277,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,InjectItemCounts.GoldSkulltula,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L287,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,Misc,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L289,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,DisableCritWiggle,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L293,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,BetterOwl,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L297,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,Convenience,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L299,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,QuitFishingAtDoor,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L304,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,InstantPutaway,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L307,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,ResetNaviTimer,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L312,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,CowOfTime,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L316,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,TimeSavers.SleepingWaterfall,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L335,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,TimeSavers.SkipJabuJabuFish,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L345,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,Enhancements,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L348,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,Cutscenes,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L349,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,All##Skips,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L352,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,TimeSavers.SkipCutscene.Intro,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L353,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,TimeSavers.SkipCutscene.Entrances,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L354,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,TimeSavers.SkipCutscene.Story,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L355,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,TimeSavers.SkipCutscene.LearnSong,soh/soh/SohGui/SohMenuEnhancements.cpp
SOH_UI::soh::soh::SohGui::SohMenuEnhancements_cpp::L356,SOH_ENHANCEMENT,ENHANCEMENT_MENU,,TimeSavers.SkipCutscene.BossIntro,soh/soh/SohGui/SohMenuEnhancements.cpp
