domain,id,old_risk,new_risk,old_confidence,new_confidence,metadata_source,changed,notes
MAIN_GAME,Rando::GIMESSAGE::RG_KAK_SHOOTING_GALLERY_KEY,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_DAMPES_HUT_KEY,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_TALONS_HOUSE_KEY,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_STABLES_KEY,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_BACK_TOWER_KEY,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_HYLIA_LAB_KEY,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_FISHING_HOLE_KEY,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_GERUDO_FORTRESS_KEY_RING,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_FOREST_TEMPLE_KEY_RING,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_FIRE_TEMPLE_KEY_RING,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_WATER_TEMPLE_KEY_RING,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_SPIRIT_TEMPLE_KEY_RING,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_SHADOW_TEMPLE_KEY_RING,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_BOTTOM_OF_THE_WELL_KEY_RING,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_GERUDO_TRAINING_GROUND_KEY_RING,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_GANONS_CASTLE_KEY_RING,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_TREASURE_GAME_KEY_RING,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_FOREST_TEMPLE_BOSS_KEY,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_FIRE_TEMPLE_BOSS_KEY,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_WATER_TEMPLE_BOSS_KEY,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_SPIRIT_TEMPLE_BOSS_KEY,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_SHADOW_TEMPLE_BOSS_KEY,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_GANONS_CASTLE_BOSS_KEY,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_DEKU_TREE_MAP,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_DODONGOS_CAVERN_MAP,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_JABU_JABUS_BELLY_MAP,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_FOREST_TEMPLE_MAP,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_FIRE_TEMPLE_MAP,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_WATER_TEMPLE_MAP,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_SPIRIT_TEMPLE_MAP,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_SHADOW_TEMPLE_MAP,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_BOTTOM_OF_THE_WELL_MAP,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_ICE_CAVERN_MAP,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_DEKU_TREE_COMPASS,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_DODONGOS_CAVERN_COMPASS,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_JABU_JABUS_BELLY_COMPASS,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_FOREST_TEMPLE_COMPASS,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_FIRE_TEMPLE_COMPASS,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_WATER_TEMPLE_COMPASS,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_SPIRIT_TEMPLE_COMPASS,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_SHADOW_TEMPLE_COMPASS,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_BOTTOM_OF_THE_WELL_COMPASS,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_ICE_CAVERN_COMPASS,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_CHILD_WALLET,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_GOHMA_SOUL,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_KING_DODONGO_SOUL,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_BARINADE_SOUL,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_PHANTOM_GANON_SOUL,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_VOLVAGIA_SOUL,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_MORPHA_SOUL,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_BONGO_BONGO_SOUL,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_TWINROVA_SOUL,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_GANON_SOUL,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_BRONZE_SCALE,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_FISHING_POLE,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_BOMBCHU_BAG,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_BOMB_BAG_INF,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_QUIVER_INF,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_STICK_UPGRADE_INF,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,Rando::GIMESSAGE::RG_NUT_UPGRADE_INF,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,Rando::GIMESSAGE::RG_MAGIC_INF,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,Rando::GIMESSAGE::RG_BOMBCHU_INF,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,Rando::GIMESSAGE::RG_WALLET_INF,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,Rando::GIMESSAGE::RG_SKELETON_KEY,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_DEKU_STICK_BAG,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::GIMESSAGE::RG_DEKU_NUT_BAG,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::CUSTOM_MSG::L589,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,Rando::CUSTOM_MSG::L604,CRITICAL_GAMEPLAY,CRITICAL_GAMEPLAY,MEDIUM,MEDIUM,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,Rando::CUSTOM_MSG::L689,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,Rando::CUSTOM_MSG::L696,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,Rando::CUSTOM_MSG::L4609,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,Rando::CUSTOM_MSG::L4615,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,Rando::CUSTOM_MSG::L4646,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,Rando::CUSTOM_MSG::L4670,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x0001,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x0002,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x0003,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,0x0004,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x0005,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x0006,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,0x0007,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,0x0008,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x0009,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x000A,HIGH_RISK,HIGH_RISK,HIGH,HIGH,L02C_HIGH_RISK_CONTEXTUAL_QA,NO,L02C certified; NONE
MAIN_GAME,0x000B,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x000C,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x000D,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x000E,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x000F,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x0010,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x0011,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
MAIN_GAME,0x0012,LOW_RISK,LOW_RISK,HIGH,HIGH,L02B_MAIN_GAME_CONTEXTUAL_QA,NO,Standard dialogue certified
