resource,special_type,reason,confidence,recommended_future_path
gNavi.rgba32.png,MAGIC,fairy/Navi effect keyword,MEDIUM,emissive billboard/effect path; classic-pipeline first
gFileSelBossRushSettingsENGTex.ia8.png,TRANSPARENT/ALPHA_TEST,IA format (ia8) carries alpha -> transparency/alpha-test likely,LOW,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gFileSelBossRushSettingsFRATex.ia8.png,TRANSPARENT/ALPHA_TEST,IA format (ia8) carries alpha -> transparency/alpha-test likely,LOW,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gFileSelBossRushSettingsGERTex.ia8.png,TRANSPARENT/ALPHA_TEST,IA format (ia8) carries alpha -> transparency/alpha-test likely,LOW,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gFileSelBossRushSettingsJPNTex.ia8.png,TRANSPARENT/ALPHA_TEST,IA format (ia8) carries alpha -> transparency/alpha-test likely,LOW,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gFileSelMQButtonTex.ia16.png,TRANSPARENT/ALPHA_TEST,IA format (ia16) carries alpha -> transparency/alpha-test likely; UI-style keyword present but resource is world-grouped: manual check,LOW,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gFileSelPleaseChooseAQuestENGTex.ia8.png,WATER,water keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH,special water shader path (reflection/scroll); RTX reflection candidate; preserve original combiner
gFileSelPleaseChooseAQuestFRATex.ia8.png,WATER,water keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH,special water shader path (reflection/scroll); RTX reflection candidate; preserve original combiner
gFileSelPleaseChooseAQuestGERTex.ia8.png,WATER,water keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH,special water shader path (reflection/scroll); RTX reflection candidate; preserve original combiner
gFileSelPleaseChooseAQuestJPNTex.ia8.png,WATER,water keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH,special water shader path (reflection/scroll); RTX reflection candidate; preserve original combiner
gFileSelRANDButtonTex.ia16.png,TRANSPARENT/ALPHA_TEST,IA format (ia16) carries alpha -> transparency/alpha-test likely; UI-style keyword present but resource is world-grouped: manual check,LOW,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gameplay_dangeon_keepTex_013CA0,TRANSPARENT/ALPHA_TEST,IA format (ia8) carries alpha -> transparency/alpha-test likely,LOW,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gFieldSandstorm2Tex,TRANSPARENT/ALPHA_TEST,"sand keyword; grass keyword; multiple categories plausible: GRASS, SAND; IA format (ia8) carries alpha -> transparency/alpha-test likely",MEDIUM,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gGrottoTex,TRANSPARENT/ALPHA_TEST,stone keyword; IA format (ia16) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gArrowCursorTex,TRANSPARENT/ALPHA_TEST,metal keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely; UI-style keyword present but resource is world-grouped: manual check,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gBombBodyTex,TRANSPARENT/ALPHA_TEST,"skin/body-part keyword; metal keyword; multiple categories plausible: METAL, SKIN; IA format (ia8) carries alpha -> transparency/alpha-test likely",MEDIUM,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gBottleGlassTex,GLASS,"glass keyword; skin/body-part keyword; multiple categories plausible: GLASS, SKIN",MEDIUM,transmission/blend path; preserve alpha ordering
gCircleShadowTex,TRANSPARENT/ALPHA_TEST,IA format (ia16) carries alpha -> transparency/alpha-test likely,LOW,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gControlStickTex,TRANSPARENT/ALPHA_TEST,wood keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gDebugCheckeredFloorTex,TRANSPARENT/ALPHA_TEST,stone keyword; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gDecorativeFlameMaskTex,LAVA,lava/fire keyword,HIGH,animated UV-scroll emissive path; preserve scroll speed as authored
gDecorativeFlameTex,LAVA,lava/fire keyword,HIGH,animated UV-scroll emissive path; preserve scroll speed as authored
gDoorMetalBarsTex,TRANSPARENT/ALPHA_TEST,"metal keyword; wood keyword; multiple categories plausible: METAL, WOOD; IA format (ia8) carries alpha -> transparency/alpha-test likely",MEDIUM,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gEffBombExplosion1Tex,TRANSPARENT/ALPHA_TEST,metal keyword; IA format (ia16) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gEffBombExplosion2Tex,TRANSPARENT/ALPHA_TEST,metal keyword; IA format (ia16) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gEffBombExplosion3Tex,TRANSPARENT/ALPHA_TEST,metal keyword; IA format (ia16) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gEffBombExplosion4Tex,TRANSPARENT/ALPHA_TEST,metal keyword; IA format (ia16) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gEffBombExplosion5Tex,TRANSPARENT/ALPHA_TEST,metal keyword; IA format (ia16) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gEffBombExplosion6Tex,TRANSPARENT/ALPHA_TEST,metal keyword; IA format (ia16) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gEffBombExplosion7Tex,TRANSPARENT/ALPHA_TEST,metal keyword; IA format (ia16) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gEffBombExplosion8Tex,TRANSPARENT/ALPHA_TEST,metal keyword; IA format (ia16) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gEffEnemyDeathFlame10Tex,LAVA,lava/fire keyword,HIGH,animated UV-scroll emissive path; preserve scroll speed as authored
gEffEnemyDeathFlame1Tex,LAVA,lava/fire keyword,HIGH,animated UV-scroll emissive path; preserve scroll speed as authored
gEffEnemyDeathFlame2Tex,LAVA,lava/fire keyword,HIGH,animated UV-scroll emissive path; preserve scroll speed as authored
gEffEnemyDeathFlame3Tex,LAVA,lava/fire keyword,HIGH,animated UV-scroll emissive path; preserve scroll speed as authored
gEffEnemyDeathFlame4Tex,LAVA,lava/fire keyword,HIGH,animated UV-scroll emissive path; preserve scroll speed as authored
gEffEnemyDeathFlame5Tex,LAVA,lava/fire keyword,HIGH,animated UV-scroll emissive path; preserve scroll speed as authored
gEffEnemyDeathFlame6Tex,LAVA,lava/fire keyword,HIGH,animated UV-scroll emissive path; preserve scroll speed as authored
gEffEnemyDeathFlame7Tex,LAVA,lava/fire keyword,HIGH,animated UV-scroll emissive path; preserve scroll speed as authored
gEffEnemyDeathFlame8Tex,LAVA,lava/fire keyword,HIGH,animated UV-scroll emissive path; preserve scroll speed as authored
gEffEnemyDeathFlame9Tex,LAVA,lava/fire keyword,HIGH,animated UV-scroll emissive path; preserve scroll speed as authored
gEffFireFootprint1Tex,LAVA,"lava/fire keyword; skin/body-part keyword; multiple categories plausible: LAVA, SKIN; IA format (ia8) carries alpha -> transparency/alpha-test likely",MEDIUM,animated UV-scroll emissive path; preserve scroll speed as authored
gEffFireFootprint2Tex,LAVA,"lava/fire keyword; skin/body-part keyword; multiple categories plausible: LAVA, SKIN; IA format (ia8) carries alpha -> transparency/alpha-test likely",MEDIUM,animated UV-scroll emissive path; preserve scroll speed as authored
gEffFireFootprint3Tex,LAVA,"lava/fire keyword; skin/body-part keyword; multiple categories plausible: LAVA, SKIN; IA format (ia8) carries alpha -> transparency/alpha-test likely",MEDIUM,animated UV-scroll emissive path; preserve scroll speed as authored
gEffFireFootprint4Tex,LAVA,"lava/fire keyword; skin/body-part keyword; multiple categories plausible: LAVA, SKIN; IA format (ia8) carries alpha -> transparency/alpha-test likely",MEDIUM,animated UV-scroll emissive path; preserve scroll speed as authored
gEffFireFootprint5Tex,LAVA,"lava/fire keyword; skin/body-part keyword; multiple categories plausible: LAVA, SKIN; IA format (ia8) carries alpha -> transparency/alpha-test likely",MEDIUM,animated UV-scroll emissive path; preserve scroll speed as authored
gEffFireFootprint6Tex,LAVA,"lava/fire keyword; skin/body-part keyword; multiple categories plausible: LAVA, SKIN; IA format (ia8) carries alpha -> transparency/alpha-test likely",MEDIUM,animated UV-scroll emissive path; preserve scroll speed as authored
gEffFireFootprint7Tex,LAVA,"lava/fire keyword; skin/body-part keyword; multiple categories plausible: LAVA, SKIN; IA format (ia8) carries alpha -> transparency/alpha-test likely",MEDIUM,animated UV-scroll emissive path; preserve scroll speed as authored
gEffFireFootprint8Tex,LAVA,"lava/fire keyword; skin/body-part keyword; multiple categories plausible: LAVA, SKIN; IA format (ia8) carries alpha -> transparency/alpha-test likely",MEDIUM,animated UV-scroll emissive path; preserve scroll speed as authored
gEffMagmaBubble1Tex,LAVA,lava/fire keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH,animated UV-scroll emissive path; preserve scroll speed as authored
gEffMagmaBubble2Tex,LAVA,lava/fire keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH,animated UV-scroll emissive path; preserve scroll speed as authored
gEffMagmaBubble3Tex,LAVA,lava/fire keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH,animated UV-scroll emissive path; preserve scroll speed as authored
gEffMagmaBubble4Tex,LAVA,lava/fire keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH,animated UV-scroll emissive path; preserve scroll speed as authored
gEffMagmaBubble5Tex,LAVA,lava/fire keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH,animated UV-scroll emissive path; preserve scroll speed as authored
gEffMagmaBubble6Tex,LAVA,lava/fire keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH,animated UV-scroll emissive path; preserve scroll speed as authored
gEffMagmaBubble7Tex,LAVA,lava/fire keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH,animated UV-scroll emissive path; preserve scroll speed as authored
gEffMagmaBubble8Tex,LAVA,lava/fire keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH,animated UV-scroll emissive path; preserve scroll speed as authored
gEffShockwaveTex,WATER,water keyword,HIGH,special water shader path (reflection/scroll); RTX reflection candidate; preserve original combiner
gEffUnknown12OverflowTex,TRANSPARENT/ALPHA_TEST,IA format (ia16) carries alpha -> transparency/alpha-test likely,LOW,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gEffUnusedBubbles1Tex,TRANSPARENT/ALPHA_TEST,IA format (ia8) carries alpha -> transparency/alpha-test likely,LOW,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gEffUnusedBubbles2Tex,TRANSPARENT/ALPHA_TEST,IA format (ia8) carries alpha -> transparency/alpha-test likely,LOW,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gEffUnusedBubbles3Tex,TRANSPARENT/ALPHA_TEST,IA format (ia8) carries alpha -> transparency/alpha-test likely,LOW,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gEffUnusedBubbles4Tex,TRANSPARENT/ALPHA_TEST,IA format (ia8) carries alpha -> transparency/alpha-test likely,LOW,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gEffUnusedBubbles5Tex,TRANSPARENT/ALPHA_TEST,IA format (ia8) carries alpha -> transparency/alpha-test likely,LOW,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gEffUnusedBubbles6Tex,TRANSPARENT/ALPHA_TEST,IA format (ia8) carries alpha -> transparency/alpha-test likely,LOW,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gEffUnusedBubbles7Tex,TRANSPARENT/ALPHA_TEST,IA format (ia8) carries alpha -> transparency/alpha-test likely,LOW,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gEffUnusedBubbles8Tex,TRANSPARENT/ALPHA_TEST,IA format (ia8) carries alpha -> transparency/alpha-test likely,LOW,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gEffWaterRippleTex,WATER,water keyword,HIGH,special water shader path (reflection/scroll); RTX reflection candidate; preserve original combiner
gEffWaterSplash1Tex,WATER,"water keyword; smoke keyword; multiple categories plausible: SMOKE, WATER",MEDIUM,special water shader path (reflection/scroll); RTX reflection candidate; preserve original combiner
gEffWaterSplash2Tex,WATER,"water keyword; smoke keyword; multiple categories plausible: SMOKE, WATER",MEDIUM,special water shader path (reflection/scroll); RTX reflection candidate; preserve original combiner
gEffWaterSplash3Tex,WATER,"water keyword; smoke keyword; multiple categories plausible: SMOKE, WATER",MEDIUM,special water shader path (reflection/scroll); RTX reflection candidate; preserve original combiner
gEffWaterSplash4Tex,WATER,"water keyword; smoke keyword; multiple categories plausible: SMOKE, WATER",MEDIUM,special water shader path (reflection/scroll); RTX reflection candidate; preserve original combiner
gEffWaterSplash5Tex,WATER,"water keyword; smoke keyword; multiple categories plausible: SMOKE, WATER",MEDIUM,special water shader path (reflection/scroll); RTX reflection candidate; preserve original combiner
gEffWaterSplash6Tex,WATER,"water keyword; smoke keyword; multiple categories plausible: SMOKE, WATER",MEDIUM,special water shader path (reflection/scroll); RTX reflection candidate; preserve original combiner
gEffWaterSplash7Tex,WATER,"water keyword; smoke keyword; multiple categories plausible: SMOKE, WATER",MEDIUM,special water shader path (reflection/scroll); RTX reflection candidate; preserve original combiner
gEffWaterSplash8Tex,WATER,"water keyword; smoke keyword; multiple categories plausible: SMOKE, WATER",MEDIUM,special water shader path (reflection/scroll); RTX reflection candidate; preserve original combiner
gFairyWingTex,MAGIC,fairy/Navi effect keyword,MEDIUM,emissive billboard/effect path; classic-pipeline first
gFlameWall1Tex,LAVA,"lava/fire keyword; stone keyword; multiple categories plausible: LAVA, STONE",MEDIUM,animated UV-scroll emissive path; preserve scroll speed as authored
gFlameWall2Tex,LAVA,"lava/fire keyword; stone keyword; multiple categories plausible: LAVA, STONE",MEDIUM,animated UV-scroll emissive path; preserve scroll speed as authored
gFootShadowTex,TRANSPARENT/ALPHA_TEST,skin/body-part keyword; IA format (ia16) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gLensFlareCircleTex,GLASS,glass keyword,HIGH,transmission/blend path; preserve alpha ordering
gLensFlareRingTex,GLASS,glass keyword,HIGH,transmission/blend path; preserve alpha ordering
gLensOfTruthMaskTex,GLASS,glass keyword,HIGH,transmission/blend path; preserve alpha ordering
gMoonTex,TRANSPARENT/ALPHA_TEST,IA format (ia8) carries alpha -> transparency/alpha-test likely,LOW,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gSelectionCursorTex,TRANSPARENT/ALPHA_TEST,IA format (ia4) carries alpha -> transparency/alpha-test likely; UI-style keyword present but resource is world-grouped: manual check,LOW,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gTorchFlameTex,LAVA,lava/fire keyword,HIGH,animated UV-scroll emissive path; preserve scroll speed as authored
gUnknownEffStone1Tex,TRANSPARENT/ALPHA_TEST,stone keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gUnknownEffStone2Tex,TRANSPARENT/ALPHA_TEST,stone keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gUnknownEffStone3Tex,TRANSPARENT/ALPHA_TEST,stone keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gUnknownEffStone4Tex,TRANSPARENT/ALPHA_TEST,stone keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gUnknownEffStone5Tex,TRANSPARENT/ALPHA_TEST,stone keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gUnknownEffStone6Tex,TRANSPARENT/ALPHA_TEST,stone keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gUnknownEffStone7Tex,TRANSPARENT/ALPHA_TEST,stone keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gUnknownEffStone8Tex,TRANSPARENT/ALPHA_TEST,stone keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gUnusedFairyWingTex,MAGIC,fairy/Navi effect keyword,MEDIUM,emissive billboard/effect path; classic-pipeline first
gameplay_keep_Tex_0CE60,TRANSPARENT/ALPHA_TEST,IA format (ia8) carries alpha -> transparency/alpha-test likely,LOW,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
object_anubiceTex_000F90,ICE,ice keyword,HIGH,high-specular translucent path; validate against original IA alpha
object_anubiceTex_001090,ICE,ice keyword,HIGH,high-specular translucent path; validate against original IA alpha
object_anubiceTex_001110,ICE,ice keyword,HIGH,high-specular translucent path; validate against original IA alpha
object_anubiceTex_001510,ICE,ice keyword,HIGH,high-specular translucent path; validate against original IA alpha
object_anubiceTex_001590,ICE,ice keyword,HIGH,high-specular translucent path; validate against original IA alpha
object_anubiceTex_001610,ICE,ice keyword,HIGH,high-specular translucent path; validate against original IA alpha
object_anubiceTex_001690,ICE,ice keyword; IA format (ia16) carries alpha -> transparency/alpha-test likely,HIGH,high-specular translucent path; validate against original IA alpha
object_anubiceTex_001A90,ICE,ice keyword,HIGH,high-specular translucent path; validate against original IA alpha
object_anubiceTex_0036A0,ICE,ice keyword,HIGH,high-specular translucent path; validate against original IA alpha
gBossDoorFireTex,LAVA,"lava/fire keyword; wood keyword; multiple categories plausible: LAVA, WOOD",MEDIUM,animated UV-scroll emissive path; preserve scroll speed as authored
gBossDoorWaterTex,WATER,"water keyword; wood keyword; multiple categories plausible: WATER, WOOD",MEDIUM,special water shader path (reflection/scroll); RTX reflection candidate; preserve original combiner
gBiriInnerHoodTex,TRANSPARENT/ALPHA_TEST,IA format (ia16) carries alpha -> transparency/alpha-test likely,LOW,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gBiriOuterHoodTex,TRANSPARENT/ALPHA_TEST,IA format (ia16) carries alpha -> transparency/alpha-test likely,LOW,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gBiriTentacles0Tex,TRANSPARENT/ALPHA_TEST,cloth keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gBiriTentacles1Tex,TRANSPARENT/ALPHA_TEST,cloth keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gBiriTentacles2Tex,TRANSPARENT/ALPHA_TEST,cloth keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gBiriTentacles3Tex,TRANSPARENT/ALPHA_TEST,cloth keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gBiriTentacles4Tex,TRANSPARENT/ALPHA_TEST,cloth keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gBiriTentacles5Tex,TRANSPARENT/ALPHA_TEST,cloth keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gBiriTentacles6Tex,TRANSPARENT/ALPHA_TEST,cloth keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gBiriTentacles7Tex,TRANSPARENT/ALPHA_TEST,cloth keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
object_blkobjTex_00A090,TRANSPARENT/ALPHA_TEST,IA format (ia16) carries alpha -> transparency/alpha-test likely,LOW,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gBombFlowerBombTex,TRANSPARENT/ALPHA_TEST,"foliage keyword; metal keyword; multiple categories plausible: FOLIAGE, METAL; IA format (ia16) carries alpha -> transparency/alpha-test likely",MEDIUM,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
gBowlingWoodPanelTex,GLASS,"glass keyword; ceramic keyword; wood keyword; multiple categories plausible: CERAMIC, GLASS, WOOD",MEDIUM,transmission/blend path; preserve alpha ordering
gBubbleTex,TRANSPARENT/ALPHA_TEST,IA format (ia8) carries alpha -> transparency/alpha-test likely,LOW,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
object_bvTex_000040,TRANSPARENT/ALPHA_TEST,IA format (ia16) carries alpha -> transparency/alpha-test likely,LOW,alpha-test threshold mapping (0.5) to original AC_THRESHOLD behavior
