resource_id,resource_path,material_category,confidence,evidence,scene_or_object,transparent,alpha_test,emissive_candidate,water_candidate,ui_protected,needs_manual_review
gTitleBossRushSubtitleTex.rgba32.png,__PNG__/custom/objects/object_mag/gTitleBossRushSubtitleTex.rgba32.png,UNKNOWN,LOW,UI-style keyword present but resource is world-grouped: manual check,group:objects,,,,,yes,yes
gTitleRandomizerSubtitleTex.rgba32.png,__PNG__/custom/objects/object_mag/gTitleRandomizerSubtitleTex.rgba32.png,UNKNOWN,LOW,UI-style keyword present but resource is world-grouped: manual check,group:objects,,,,,yes,yes
ABtn.png,__PNG__/custom/textures/buttons/ABtn.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
ABtnOutline.png,__PNG__/custom/textures/buttons/ABtnOutline.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
AnalogStick.png,__PNG__/custom/textures/buttons/AnalogStick.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
AnalogStickOutline.png,__PNG__/custom/textures/buttons/AnalogStickOutline.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
BBtn.png,__PNG__/custom/textures/buttons/BBtn.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
BBtnOutline.png,__PNG__/custom/textures/buttons/BBtnOutline.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
CDown.png,__PNG__/custom/textures/buttons/CDown.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
CDownOutline.png,__PNG__/custom/textures/buttons/CDownOutline.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
CLeft.png,__PNG__/custom/textures/buttons/CLeft.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
CLeftOutline.png,__PNG__/custom/textures/buttons/CLeftOutline.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
CRight.png,__PNG__/custom/textures/buttons/CRight.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
CRightOutline.png,__PNG__/custom/textures/buttons/CRightOutline.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
CUp.png,__PNG__/custom/textures/buttons/CUp.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
CUpOutline.png,__PNG__/custom/textures/buttons/CUpOutline.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
DPadDown.png,__PNG__/custom/textures/buttons/DPadDown.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
DPadDownOutline.png,__PNG__/custom/textures/buttons/DPadDownOutline.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
DPadLeft.png,__PNG__/custom/textures/buttons/DPadLeft.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
DPadLeftOutline.png,__PNG__/custom/textures/buttons/DPadLeftOutline.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
DPadRight.png,__PNG__/custom/textures/buttons/DPadRight.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
DPadRightOutline.png,__PNG__/custom/textures/buttons/DPadRightOutline.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
DPadUp.png,__PNG__/custom/textures/buttons/DPadUp.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
DPadUpOutline.png,__PNG__/custom/textures/buttons/DPadUpOutline.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
InputViewerBackground.png,__PNG__/custom/textures/buttons/InputViewerBackground.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
LBtn.png,__PNG__/custom/textures/buttons/LBtn.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
LBtnOutline.png,__PNG__/custom/textures/buttons/LBtnOutline.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
LTBtn.i4.png,__PNG__/custom/textures/buttons/LTBtn.i4.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
Mod1.png,__PNG__/custom/textures/buttons/Mod1.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
Mod1Outline.png,__PNG__/custom/textures/buttons/Mod1Outline.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
Mod2.png,__PNG__/custom/textures/buttons/Mod2.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
Mod2Outline.png,__PNG__/custom/textures/buttons/Mod2Outline.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
RBtn.png,__PNG__/custom/textures/buttons/RBtn.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
RBtnOutline.png,__PNG__/custom/textures/buttons/RBtnOutline.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
RightStick.png,__PNG__/custom/textures/buttons/RightStick.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
RightStickOutline.png,__PNG__/custom/textures/buttons/RightStickOutline.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
StartBtn.png,__PNG__/custom/textures/buttons/StartBtn.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
StartBtnOutline.png,__PNG__/custom/textures/buttons/StartBtnOutline.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
ZBtn.png,__PNG__/custom/textures/buttons/ZBtn.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
ZBtnOutline.png,__PNG__/custom/textures/buttons/ZBtnOutline.png,UI_2D,HIGH,controller button art (custom/textures/buttons) = screen UI,group:textures,,,,,yes,
gIcon.png,__PNG__/custom/textures/icons/gIcon.png,UNKNOWN,LOW,UI-style keyword present but resource is world-grouped: manual check,group:textures,,,,,yes,yes
gArrowDown.ia16.png,__PNG__/custom/textures/parameter_static/gArrowDown.ia16.png,METAL,HIGH,metal keyword; IA format (ia16) carries alpha -> transparency/alpha-test likely,group:textures,likely,likely,,,yes,
gArrowUp.ia16.png,__PNG__/custom/textures/parameter_static/gArrowUp.ia16.png,METAL,HIGH,metal keyword; IA format (ia16) carries alpha -> transparency/alpha-test likely,group:textures,likely,likely,,,yes,
gBossSoul.rgba32.png,__PNG__/custom/textures/parameter_static/gBossSoul.rgba32.png,UNKNOWN,LOW,no keyword evidence,group:textures,,,,,yes,yes
gDPad.ia16.png,__PNG__/custom/textures/parameter_static/gDPad.ia16.png,UNKNOWN,LOW,IA format (ia16) carries alpha -> transparency/alpha-test likely; UI-style keyword present but resource is world-grouped: manual check,group:textures,likely,likely,,,yes,yes
gMoon.rgba32.png,__PNG__/custom/textures/parameter_static/gMoon.rgba32.png,UNKNOWN,LOW,no keyword evidence,group:textures,,,likely,,yes,yes
gNavi.rgba32.png,__PNG__/custom/textures/parameter_static/gNavi.rgba32.png,MAGIC,MEDIUM,fairy/Navi effect keyword,group:textures,,,likely,,yes,
gSplitEntrance.rgba32.png,__PNG__/custom/textures/parameter_static/gSplitEntrance.rgba32.png,CLOTH,HIGH,cloth keyword,group:textures,,,,,yes,
gSun.rgba32.png,__PNG__/custom/textures/parameter_static/gSun.rgba32.png,UNKNOWN,LOW,no keyword evidence,group:textures,,,likely,,yes,yes
gTriforcePiece.rgba32.png,__PNG__/custom/textures/parameter_static/gTriforcePiece.rgba32.png,STONE,MEDIUM,Temple of Time key-object keyword,group:textures,,,,,yes,
gWTriforcePiece.rgba32.png,__PNG__/custom/textures/parameter_static/gWTriforcePiece.rgba32.png,STONE,MEDIUM,Temple of Time key-object keyword,group:textures,,,,,yes,
gFileSelBossRushSettingsENGTex.ia8.png,__PNG__/custom/textures/title_static/gFileSelBossRushSettingsENGTex.ia8.png,UNKNOWN,LOW,IA format (ia8) carries alpha -> transparency/alpha-test likely,group:textures,likely,likely,,,yes,yes
gFileSelBossRushSettingsFRATex.ia8.png,__PNG__/custom/textures/title_static/gFileSelBossRushSettingsFRATex.ia8.png,UNKNOWN,LOW,IA format (ia8) carries alpha -> transparency/alpha-test likely,group:textures,likely,likely,,,yes,yes
gFileSelBossRushSettingsGERTex.ia8.png,__PNG__/custom/textures/title_static/gFileSelBossRushSettingsGERTex.ia8.png,UNKNOWN,LOW,IA format (ia8) carries alpha -> transparency/alpha-test likely,group:textures,likely,likely,,,yes,yes
gFileSelBossRushSettingsJPNTex.ia8.png,__PNG__/custom/textures/title_static/gFileSelBossRushSettingsJPNTex.ia8.png,UNKNOWN,LOW,IA format (ia8) carries alpha -> transparency/alpha-test likely,group:textures,likely,likely,,,yes,yes
gFileSelMQButtonTex.ia16.png,__PNG__/custom/textures/title_static/gFileSelMQButtonTex.ia16.png,UNKNOWN,LOW,IA format (ia16) carries alpha -> transparency/alpha-test likely; UI-style keyword present but resource is world-grouped: manual check,group:textures,likely,likely,,,yes,yes
gFileSelPleaseChooseAQuestENGTex.ia8.png,__PNG__/custom/textures/title_static/gFileSelPleaseChooseAQuestENGTex.ia8.png,WATER,HIGH,water keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely,group:textures,likely,likely,,yes,yes,
gFileSelPleaseChooseAQuestFRATex.ia8.png,__PNG__/custom/textures/title_static/gFileSelPleaseChooseAQuestFRATex.ia8.png,WATER,HIGH,water keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely,group:textures,likely,likely,,yes,yes,
gFileSelPleaseChooseAQuestGERTex.ia8.png,__PNG__/custom/textures/title_static/gFileSelPleaseChooseAQuestGERTex.ia8.png,WATER,HIGH,water keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely,group:textures,likely,likely,,yes,yes,
gFileSelPleaseChooseAQuestJPNTex.ia8.png,__PNG__/custom/textures/title_static/gFileSelPleaseChooseAQuestJPNTex.ia8.png,WATER,HIGH,water keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely,group:textures,likely,likely,,yes,yes,
gFileSelRANDButtonTex.ia16.png,__PNG__/custom/textures/title_static/gFileSelRANDButtonTex.ia16.png,UNKNOWN,LOW,IA format (ia16) carries alpha -> transparency/alpha-test likely; UI-style keyword present but resource is world-grouped: manual check,group:textures,likely,likely,,,yes,yes
gEmptyTexture.rgba32.png,__PNG__/custom/textures/virtual/gEmptyTexture.rgba32.png,UNKNOWN,LOW,no keyword evidence,group:textures,,,,,yes,yes
gBetaCrystalSwitchDL,objects/gameplay_dangeon_keep/gBetaCrystalSwitchDL,UNKNOWN,LOW,display list: material only via referenced textures,object:gameplay_dangeon_keep,,,,,,
gBetaFloorSwitchDL,objects/gameplay_dangeon_keep/gBetaFloorSwitchDL,UNKNOWN,LOW,display list: material only via referenced textures,object:gameplay_dangeon_keep,,,,,,
gBetaKokiriSwordSpriteDL,objects/gameplay_dangeon_keep/gBetaKokiriSwordSpriteDL,UNKNOWN,LOW,display list: material only via referenced textures,object:gameplay_dangeon_keep,,,,,,
gBetaSlingshotSpriteDL,objects/gameplay_dangeon_keep/gBetaSlingshotSpriteDL,UNKNOWN,LOW,display list: material only via referenced textures,object:gameplay_dangeon_keep,,,,,,
gBrownFragmentDL,objects/gameplay_dangeon_keep/gBrownFragmentDL,UNKNOWN,LOW,display list: material only via referenced textures,object:gameplay_dangeon_keep,,,,,,
gCrstalSwitchBlueTex,objects/gameplay_dangeon_keep/gCrstalSwitchBlueTex,BONE,HIGH,bone keyword,object:gameplay_dangeon_keep,,,,,,
gCrstalSwitchRedTex,objects/gameplay_dangeon_keep/gCrstalSwitchRedTex,BONE,HIGH,bone keyword,object:gameplay_dangeon_keep,,,,,,
gCrystalSwitchCoreOpaDL,objects/gameplay_dangeon_keep/gCrystalSwitchCoreOpaDL,UNKNOWN,LOW,display list: material only via referenced textures,object:gameplay_dangeon_keep,,,,,,
gCrystalSwitchCoreXluDL,objects/gameplay_dangeon_keep/gCrystalSwitchCoreXluDL,UNKNOWN,LOW,display list: material only via referenced textures,object:gameplay_dangeon_keep,,,,,,
gCrystalSwitchDiamondOpaDL,objects/gameplay_dangeon_keep/gCrystalSwitchDiamondOpaDL,UNKNOWN,LOW,display list: material only via referenced textures,object:gameplay_dangeon_keep,,,,,,
gCrystalSwitchDiamondXluDL,objects/gameplay_dangeon_keep/gCrystalSwitchDiamondXluDL,UNKNOWN,LOW,display list: material only via referenced textures,object:gameplay_dangeon_keep,,,,,,
gDoorChainDL,objects/gameplay_dangeon_keep/gDoorChainDL,UNKNOWN,LOW,display list: material only via referenced textures,object:gameplay_dangeon_keep,,,,,,
gDoorChainTex,objects/gameplay_dangeon_keep/gDoorChainTex,METAL,MEDIUM,"metal keyword; wood keyword; multiple categories plausible: METAL, WOOD",object:gameplay_dangeon_keep,,,,,,yes
gDoorLockDL,objects/gameplay_dangeon_keep/gDoorLockDL,UNKNOWN,LOW,display list: material only via referenced textures,object:gameplay_dangeon_keep,,,,,,
gDungeonKeepTex_00C8A0,objects/gameplay_dangeon_keep/gDungeonKeepTex_00C8A0,STONE,HIGH,stone keyword,object:gameplay_dangeon_keep,,,,,,
gDungeonKeepTex_00E8A0,objects/gameplay_dangeon_keep/gDungeonKeepTex_00E8A0,STONE,HIGH,stone keyword,object:gameplay_dangeon_keep,,,,,,
gDungeonKeepTex_00ECA0,objects/gameplay_dangeon_keep/gDungeonKeepTex_00ECA0,STONE,HIGH,stone keyword,object:gameplay_dangeon_keep,,,,,,
gDungeonKeepTex_00F0A0,objects/gameplay_dangeon_keep/gDungeonKeepTex_00F0A0,STONE,HIGH,stone keyword,object:gameplay_dangeon_keep,,,,,,
gDungeonkeepTex_00D0A0,objects/gameplay_dangeon_keep/gDungeonkeepTex_00D0A0,STONE,HIGH,stone keyword,object:gameplay_dangeon_keep,,,,,,
gEyeSwitch1DL,objects/gameplay_dangeon_keep/gEyeSwitch1DL,UNKNOWN,LOW,display list: material only via referenced textures,object:gameplay_dangeon_keep,,,,,,
gEyeSwitch2DL,objects/gameplay_dangeon_keep/gEyeSwitch2DL,UNKNOWN,LOW,display list: material only via referenced textures,object:gameplay_dangeon_keep,,,,,,
gEyeSwitchGoldClosedTex,objects/gameplay_dangeon_keep/gEyeSwitchGoldClosedTex,SKIN,MEDIUM,"skin/body-part keyword; metal keyword; multiple categories plausible: METAL, SKIN",object:gameplay_dangeon_keep,,,,,,yes
gEyeSwitchGoldClosingTex,objects/gameplay_dangeon_keep/gEyeSwitchGoldClosingTex,SKIN,MEDIUM,"skin/body-part keyword; metal keyword; multiple categories plausible: METAL, SKIN",object:gameplay_dangeon_keep,,,,,,yes
gEyeSwitchGoldOpenTex,objects/gameplay_dangeon_keep/gEyeSwitchGoldOpenTex,SKIN,MEDIUM,"skin/body-part keyword; metal keyword; multiple categories plausible: METAL, SKIN",object:gameplay_dangeon_keep,,,,,,yes
gEyeSwitchGoldOpeningTex,objects/gameplay_dangeon_keep/gEyeSwitchGoldOpeningTex,SKIN,MEDIUM,"skin/body-part keyword; metal keyword; multiple categories plausible: METAL, SKIN",object:gameplay_dangeon_keep,,,,,,yes
gEyeSwitchSilverClosedTex,objects/gameplay_dangeon_keep/gEyeSwitchSilverClosedTex,SKIN,MEDIUM,"skin/body-part keyword; metal keyword; multiple categories plausible: METAL, SKIN",object:gameplay_dangeon_keep,,,,,,yes
gEyeSwitchSilverHalfTex,objects/gameplay_dangeon_keep/gEyeSwitchSilverHalfTex,SKIN,MEDIUM,"skin/body-part keyword; metal keyword; multiple categories plausible: METAL, SKIN",object:gameplay_dangeon_keep,,,,,,yes
gEyeSwitchSilverOpenTex,objects/gameplay_dangeon_keep/gEyeSwitchSilverOpenTex,SKIN,MEDIUM,"skin/body-part keyword; metal keyword; multiple categories plausible: METAL, SKIN",object:gameplay_dangeon_keep,,,,,,yes
gFloorSwitch1DL,objects/gameplay_dangeon_keep/gFloorSwitch1DL,UNKNOWN,LOW,display list: material only via referenced textures,object:gameplay_dangeon_keep,,,,,,
gFloorSwitch2DL,objects/gameplay_dangeon_keep/gFloorSwitch2DL,UNKNOWN,LOW,display list: material only via referenced textures,object:gameplay_dangeon_keep,,,,,,
gFloorSwitch3DL,objects/gameplay_dangeon_keep/gFloorSwitch3DL,UNKNOWN,LOW,display list: material only via referenced textures,object:gameplay_dangeon_keep,,,,,,
gFloorSwitchCol,objects/gameplay_dangeon_keep/gFloorSwitchCol,UNKNOWN,LOW,no keyword evidence,object:gameplay_dangeon_keep,,,,,,
gMagicJarSpriteDL,objects/gameplay_dangeon_keep/gMagicJarSpriteDL,UNKNOWN,LOW,display list: material only via referenced textures,object:gameplay_dangeon_keep,,,,,,
gPotDL,objects/gameplay_dangeon_keep/gPotDL,UNKNOWN,LOW,display list: material only via referenced textures,object:gameplay_dangeon_keep,,,,,,
gPotFragmentDL,objects/gameplay_dangeon_keep/gPotFragmentDL,UNKNOWN,LOW,display list: material only via referenced textures,object:gameplay_dangeon_keep,,,,,,
gPushBlockBaseTex,objects/gameplay_dangeon_keep/gPushBlockBaseTex,METAL,MEDIUM,"metal keyword; stone keyword; multiple categories plausible: METAL, STONE",object:gameplay_dangeon_keep,,,,,,yes
gPushBlockCol,objects/gameplay_dangeon_keep/gPushBlockCol,UNKNOWN,LOW,no keyword evidence,object:gameplay_dangeon_keep,,,,,,
gPushBlockDL,objects/gameplay_dangeon_keep/gPushBlockDL,UNKNOWN,LOW,display list: material only via referenced textures,object:gameplay_dangeon_keep,,,,,,
gPushBlockGrayTex,objects/gameplay_dangeon_keep/gPushBlockGrayTex,METAL,MEDIUM,"metal keyword; stone keyword; multiple categories plausible: METAL, STONE",object:gameplay_dangeon_keep,,,likely,,,yes
gPushBlockSilverTex,objects/gameplay_dangeon_keep/gPushBlockSilverTex,METAL,MEDIUM,"metal keyword; stone keyword; multiple categories plausible: METAL, STONE",object:gameplay_dangeon_keep,,,,,,yes
gRustyFloorSwitchDL,objects/gameplay_dangeon_keep/gRustyFloorSwitchDL,UNKNOWN,LOW,display list: material only via referenced textures,object:gameplay_dangeon_keep,,,,,,
gSmallWoodenBoxDL,objects/gameplay_dangeon_keep/gSmallWoodenBoxDL,UNKNOWN,LOW,display list: material only via referenced textures,object:gameplay_dangeon_keep,,,,,,
gSmallWoodenBoxFragmentDL,objects/gameplay_dangeon_keep/gSmallWoodenBoxFragmentDL,UNKNOWN,LOW,display list: material only via referenced textures,object:gameplay_dangeon_keep,,,,,,
gUnusedBombBagDL,objects/gameplay_dangeon_keep/gUnusedBombBagDL,UNKNOWN,LOW,display list: material only via referenced textures,object:gameplay_dangeon_keep,,,,,,
gUnusedCandleDL,objects/gameplay_dangeon_keep/gUnusedCandleDL,UNKNOWN,LOW,display list: material only via referenced textures,object:gameplay_dangeon_keep,,,,,,
gUnusedGoldLockTex,objects/gameplay_dangeon_keep/gUnusedGoldLockTex,METAL,HIGH,metal keyword,object:gameplay_dangeon_keep,,,,,,
gUnusedStoneTex,objects/gameplay_dangeon_keep/gUnusedStoneTex,STONE,HIGH,stone keyword,object:gameplay_dangeon_keep,,,,,,
gWoodenPlatofrmDL,objects/gameplay_dangeon_keep/gWoodenPlatofrmDL,UNKNOWN,LOW,display list: material only via referenced textures,object:gameplay_dangeon_keep,,,,,,
gameplay_dangeon_keepTex_000000,objects/gameplay_dangeon_keep/gameplay_dangeon_keepTex_000000,UNKNOWN,LOW,no keyword evidence,object:gameplay_dangeon_keep,,,,,,yes
gameplay_dangeon_keepTex_000200,objects/gameplay_dangeon_keep/gameplay_dangeon_keepTex_000200,UNKNOWN,LOW,no keyword evidence,object:gameplay_dangeon_keep,,,,,,yes
gameplay_dangeon_keepTex_0005C0,objects/gameplay_dangeon_keep/gameplay_dangeon_keepTex_0005C0,UNKNOWN,LOW,no keyword evidence,object:gameplay_dangeon_keep,,,,,,yes
gameplay_dangeon_keepTex_001280,objects/gameplay_dangeon_keep/gameplay_dangeon_keepTex_001280,UNKNOWN,LOW,no keyword evidence,object:gameplay_dangeon_keep,,,,,,yes
gameplay_dangeon_keepTex_0078A0,objects/gameplay_dangeon_keep/gameplay_dangeon_keepTex_0078A0,UNKNOWN,LOW,no keyword evidence,object:gameplay_dangeon_keep,,,,,,yes
gameplay_dangeon_keepTex_007CA0,objects/gameplay_dangeon_keep/gameplay_dangeon_keepTex_007CA0,UNKNOWN,LOW,no keyword evidence,object:gameplay_dangeon_keep,,,,,,yes
gameplay_dangeon_keepTex_0080A0,objects/gameplay_dangeon_keep/gameplay_dangeon_keepTex_0080A0,UNKNOWN,LOW,no keyword evidence,object:gameplay_dangeon_keep,,,,,,yes
gameplay_dangeon_keepTex_0088A0,objects/gameplay_dangeon_keep/gameplay_dangeon_keepTex_0088A0,UNKNOWN,LOW,no keyword evidence,object:gameplay_dangeon_keep,,,,,,yes
gameplay_dangeon_keepTex_00D8A0,objects/gameplay_dangeon_keep/gameplay_dangeon_keepTex_00D8A0,UNKNOWN,LOW,no keyword evidence,object:gameplay_dangeon_keep,,,,,,yes
gameplay_dangeon_keepTex_00E0A0,objects/gameplay_dangeon_keep/gameplay_dangeon_keepTex_00E0A0,UNKNOWN,LOW,no keyword evidence,object:gameplay_dangeon_keep,,,,,,yes
gameplay_dangeon_keepTex_00F8A0,objects/gameplay_dangeon_keep/gameplay_dangeon_keepTex_00F8A0,UNKNOWN,LOW,no keyword evidence,object:gameplay_dangeon_keep,,,,,,yes
gameplay_dangeon_keepTex_0108A0,objects/gameplay_dangeon_keep/gameplay_dangeon_keepTex_0108A0,UNKNOWN,LOW,no keyword evidence,object:gameplay_dangeon_keep,,,,,,yes
gameplay_dangeon_keepTex_0118A0,objects/gameplay_dangeon_keep/gameplay_dangeon_keepTex_0118A0,UNKNOWN,LOW,no keyword evidence,object:gameplay_dangeon_keep,,,,,,yes
gameplay_dangeon_keepTex_011AA0,objects/gameplay_dangeon_keep/gameplay_dangeon_keepTex_011AA0,UNKNOWN,LOW,no keyword evidence,object:gameplay_dangeon_keep,,,,,,yes
gameplay_dangeon_keepTex_011CA0,objects/gameplay_dangeon_keep/gameplay_dangeon_keepTex_011CA0,UNKNOWN,LOW,no keyword evidence,object:gameplay_dangeon_keep,,,,,,yes
gameplay_dangeon_keepTex_012CA0,objects/gameplay_dangeon_keep/gameplay_dangeon_keepTex_012CA0,UNKNOWN,LOW,no keyword evidence,object:gameplay_dangeon_keep,,,,,,yes
gameplay_dangeon_keepTex_0134A0,objects/gameplay_dangeon_keep/gameplay_dangeon_keepTex_0134A0,UNKNOWN,LOW,no keyword evidence,object:gameplay_dangeon_keep,,,,,,yes
gameplay_dangeon_keepTex_013CA0,objects/gameplay_dangeon_keep/gameplay_dangeon_keepTex_013CA0,UNKNOWN,LOW,IA format (ia8) carries alpha -> transparency/alpha-test likely,object:gameplay_dangeon_keep,likely,likely,,,,yes
gameplay_dangeon_keepTex_013CB0,objects/gameplay_dangeon_keep/gameplay_dangeon_keepTex_013CB0,UNKNOWN,LOW,no keyword evidence,object:gameplay_dangeon_keep,,,,,,yes
gameplay_dangeon_keepTex_0154B0,objects/gameplay_dangeon_keep/gameplay_dangeon_keepTex_0154B0,UNKNOWN,LOW,no keyword evidence,object:gameplay_dangeon_keep,,,,,,yes
gameplay_dangeon_keepTex_015CB0,objects/gameplay_dangeon_keep/gameplay_dangeon_keepTex_015CB0,UNKNOWN,LOW,no keyword evidence,object:gameplay_dangeon_keep,,,,,,yes
gameplay_dangeon_keepTex_0164B0,objects/gameplay_dangeon_keep/gameplay_dangeon_keepTex_0164B0,UNKNOWN,LOW,no keyword evidence,object:gameplay_dangeon_keep,,,,,,yes
gameplay_dangeon_keepTex_016CB0,objects/gameplay_dangeon_keep/gameplay_dangeon_keepTex_016CB0,UNKNOWN,LOW,no keyword evidence,object:gameplay_dangeon_keep,,,,,,yes
gBgBombWallBrokenTex,objects/gameplay_field_keep/gBgBombWallBrokenTex,METAL,MEDIUM,"metal keyword; stone keyword; multiple categories plausible: METAL, STONE",object:gameplay_field_keep,,,,,,yes
gBgBombwallBrokenDL,objects/gameplay_field_keep/gBgBombwallBrokenDL,UNKNOWN,LOW,display list: material only via referenced textures,object:gameplay_field_keep,,,,,,
gBgBombwallCol,objects/gameplay_field_keep/gBgBombwallCol,UNKNOWN,LOW,no keyword evidence,object:gameplay_field_keep,,,,,,
