resource,category,reason,confidence
CUpOutline.png,UI_2D,controller button art (custom/textures/buttons) = screen UI,HIGH
DPadDown.png,UI_2D,controller button art (custom/textures/buttons) = screen UI,HIGH
DPadDownOutline.png,UI_2D,controller button art (custom/textures/buttons) = screen UI,HIGH
DPadLeft.png,UI_2D,controller button art (custom/textures/buttons) = screen UI,HIGH
DPadLeftOutline.png,UI_2D,controller button art (custom/textures/buttons) = screen UI,HIGH
DPadRight.png,UI_2D,controller button art (custom/textures/buttons) = screen UI,HIGH
DPadRightOutline.png,UI_2D,controller button art (custom/textures/buttons) = screen UI,HIGH
DPadUp.png,UI_2D,controller button art (custom/textures/buttons) = screen UI,HIGH
DPadUpOutline.png,UI_2D,controller button art (custom/textures/buttons) = screen UI,HIGH
InputViewerBackground.png,UI_2D,controller button art (custom/textures/buttons) = screen UI,HIGH
LBtn.png,UI_2D,controller button art (custom/textures/buttons) = screen UI,HIGH
LBtnOutline.png,UI_2D,controller button art (custom/textures/buttons) = screen UI,HIGH
LTBtn.i4.png,UI_2D,controller button art (custom/textures/buttons) = screen UI,HIGH
Mod1.png,UI_2D,controller button art (custom/textures/buttons) = screen UI,HIGH
Mod1Outline.png,UI_2D,controller button art (custom/textures/buttons) = screen UI,HIGH
Mod2.png,UI_2D,controller button art (custom/textures/buttons) = screen UI,HIGH
Mod2Outline.png,UI_2D,controller button art (custom/textures/buttons) = screen UI,HIGH
RBtn.png,UI_2D,controller button art (custom/textures/buttons) = screen UI,HIGH
RBtnOutline.png,UI_2D,controller button art (custom/textures/buttons) = screen UI,HIGH
RightStick.png,UI_2D,controller button art (custom/textures/buttons) = screen UI,HIGH
RightStickOutline.png,UI_2D,controller button art (custom/textures/buttons) = screen UI,HIGH
StartBtn.png,UI_2D,controller button art (custom/textures/buttons) = screen UI,HIGH
StartBtnOutline.png,UI_2D,controller button art (custom/textures/buttons) = screen UI,HIGH
ZBtn.png,UI_2D,controller button art (custom/textures/buttons) = screen UI,HIGH
ZBtnOutline.png,UI_2D,controller button art (custom/textures/buttons) = screen UI,HIGH
gIcon.png,UNKNOWN,UI-style keyword present but resource is world-grouped: manual check,HIGH
gArrowDown.ia16.png,METAL,metal keyword; IA format (ia16) carries alpha -> transparency/alpha-test likely,HIGH
gArrowUp.ia16.png,METAL,metal keyword; IA format (ia16) carries alpha -> transparency/alpha-test likely,HIGH
gBossSoul.rgba32.png,UNKNOWN,no keyword evidence,HIGH
gDPad.ia16.png,UNKNOWN,IA format (ia16) carries alpha -> transparency/alpha-test likely; UI-style keyword present but resource is world-grouped: manual check,HIGH
gMoon.rgba32.png,UNKNOWN,no keyword evidence,HIGH
gNavi.rgba32.png,MAGIC,fairy/Navi effect keyword,HIGH
gSplitEntrance.rgba32.png,CLOTH,cloth keyword,HIGH
gSun.rgba32.png,UNKNOWN,no keyword evidence,HIGH
gTriforcePiece.rgba32.png,STONE,Temple of Time key-object keyword,HIGH
gWTriforcePiece.rgba32.png,STONE,Temple of Time key-object keyword,HIGH
gFileSelBossRushSettingsENGTex.ia8.png,UNKNOWN,IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gFileSelBossRushSettingsFRATex.ia8.png,UNKNOWN,IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gFileSelBossRushSettingsGERTex.ia8.png,UNKNOWN,IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gFileSelBossRushSettingsJPNTex.ia8.png,UNKNOWN,IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gFileSelMQButtonTex.ia16.png,UNKNOWN,IA format (ia16) carries alpha -> transparency/alpha-test likely; UI-style keyword present but resource is world-grouped: manual check,HIGH
gFileSelPleaseChooseAQuestENGTex.ia8.png,WATER,water keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gFileSelPleaseChooseAQuestFRATex.ia8.png,WATER,water keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gFileSelPleaseChooseAQuestGERTex.ia8.png,WATER,water keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gFileSelPleaseChooseAQuestJPNTex.ia8.png,WATER,water keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gFileSelRANDButtonTex.ia16.png,UNKNOWN,IA format (ia16) carries alpha -> transparency/alpha-test likely; UI-style keyword present but resource is world-grouped: manual check,HIGH
gEmptyTexture.rgba32.png,UNKNOWN,no keyword evidence,HIGH
gArrowCursorTex,METAL,metal keyword; IA format (ia8) carries alpha -> transparency/alpha-test likely; UI-style keyword present but resource is world-grouped: manual check,LOW
gDebugCursorTex,UNKNOWN,UI-style keyword present but resource is world-grouped: manual check,LOW
gDropRecoveryHeartTex,SKIN,skin/body-part keyword; UI-style keyword present but resource is world-grouped: manual check,LOW
gHeartShapeTex,SKIN,skin/body-part keyword; UI-style keyword present but resource is world-grouped: manual check,LOW
gSelectionCursorTex,UNKNOWN,IA format (ia4) carries alpha -> transparency/alpha-test likely; UI-style keyword present but resource is world-grouped: manual check,LOW
gUnusedDropRecoveryHeartTex,SKIN,skin/body-part keyword; UI-style keyword present but resource is world-grouped: manual check,LOW
gUnusedHeartContainerTex,SKIN,skin/body-part keyword; UI-style keyword present but resource is world-grouped: manual check,LOW
gUnusedHeartPieceTex,SKIN,skin/body-part keyword; UI-style keyword present but resource is world-grouped: manual check,LOW
gCuccoLadyShirtButtonTex,UNKNOWN,UI-style keyword present but resource is world-grouped: manual check,LOW
object_b_heart_Tex_0003C0,SKIN,skin/body-part keyword; UI-style keyword present but resource is world-grouped: manual check,LOW
object_b_heart_Tex_0005C0,SKIN,skin/body-part keyword; UI-style keyword present but resource is world-grouped: manual check,LOW
gBarinadeTitleCardTex,METAL,metal keyword; UI-style keyword present but resource is world-grouped: manual check,LOW
gVolvagiaTitleCardTex,UNKNOWN,UI-style keyword present but resource is world-grouped: manual check,LOW
gPhantomGanonTitleCardTex,UNKNOWN,UI-style keyword present but resource is world-grouped: manual check,LOW
gFishingOwnerHearTex,SKIN,skin/body-part keyword; UI-style keyword present but resource is world-grouped: manual check,LOW
gGanondorfTitleCardTex,UNKNOWN,UI-style keyword present but resource is world-grouped: manual check,LOW
gGanonTitleCardTex,UNKNOWN,IA format (ia8) carries alpha -> transparency/alpha-test likely; UI-style keyword present but resource is world-grouped: manual check,LOW
gGohmaTitleCardTex,UNKNOWN,UI-style keyword present but resource is world-grouped: manual check,LOW
gIngoShirtButtonsTex,UNKNOWN,UI-style keyword present but resource is world-grouped: manual check,LOW
gKingDodongoTitleCardTex,UNKNOWN,UI-style keyword present but resource is world-grouped: manual check,LOW
gTitleCopyright19982002Tex,UNKNOWN,IA format (ia8) carries alpha -> transparency/alpha-test likely; UI-style keyword present but resource is world-grouped: manual check,LOW
gTitleCopyright19982003Tex,UNKNOWN,IA format (ia8) carries alpha -> transparency/alpha-test likely; UI-style keyword present but resource is world-grouped: manual check,LOW
gTitleCopyright19982004EngTex,UNKNOWN,UI-style keyword present but resource is world-grouped: manual check,LOW
gTitleCopyright19982004JpnTex,UNKNOWN,UI-style keyword present but resource is world-grouped: manual check,LOW
gTitleCopyright1998Tex,UNKNOWN,UI-style keyword present but resource is world-grouped: manual check,LOW
gTitleDiskTex,UNKNOWN,IA format (ia8) carries alpha -> transparency/alpha-test likely; UI-style keyword present but resource is world-grouped: manual check,LOW
gTitleEffectMask00Tex,UNKNOWN,UI-style keyword present but resource is world-grouped: manual check,LOW
gTitleEffectMask01Tex,UNKNOWN,UI-style keyword present but resource is world-grouped: manual check,LOW
gTitleEffectMask02Tex,UNKNOWN,UI-style keyword present but resource is world-grouped: manual check,LOW
gTitleEffectMask10Tex,UNKNOWN,UI-style keyword present but resource is world-grouped: manual check,LOW
gTitleEffectMask11Tex,UNKNOWN,UI-style keyword present but resource is world-grouped: manual check,LOW
gTitleEffectMask12Tex,UNKNOWN,UI-style keyword present but resource is world-grouped: manual check,LOW
gTitleEffectMask20Tex,UNKNOWN,UI-style keyword present but resource is world-grouped: manual check,LOW
gTitleEffectMask21Tex,UNKNOWN,UI-style keyword present but resource is world-grouped: manual check,LOW
gTitleEffectMask22Tex,UNKNOWN,UI-style keyword present but resource is world-grouped: manual check,LOW
gTitleFlameEffectTex,LAVA,lava/fire keyword; UI-style keyword present but resource is world-grouped: manual check,LOW
gTitleMasterQuestSubtitleTex,UNKNOWN,UI-style keyword present but resource is world-grouped: manual check,LOW
gTitleOcarinaOfTimeTMTextTex,UNKNOWN,UI-style keyword present but resource is world-grouped: manual check,LOW
gTitleTheLegendOfTextTex,SKIN,skin/body-part keyword; UI-style keyword present but resource is world-grouped: manual check,LOW
gTitleTitleJPNTex,UNKNOWN,UI-style keyword present but resource is world-grouped: manual check,LOW
gTitleUraLogoTex,WOOD,wood keyword; UI-style keyword present but resource is world-grouped: manual check,LOW
gTitleZeldaShieldLogoMQTex,SMOKE,"smoke keyword; metal keyword; wood keyword; multiple categories plausible: METAL, SMOKE, WOOD; UI-style keyword present but resource is world-grouped: manual check",LOW
gTitleZeldaShieldLogoTex,SMOKE,"smoke keyword; metal keyword; wood keyword; multiple categories plausible: METAL, SMOKE, WOOD; UI-style keyword present but resource is world-grouped: manual check",LOW
gMorphaTitleCardTex,UNKNOWN,UI-style keyword present but resource is world-grouped: manual check,LOW
gNabooruClothesButtonsTex,CLOTH,cloth keyword; UI-style keyword present but resource is world-grouped: manual check,LOW
gBongoTitleCardTex,UNKNOWN,UI-style keyword present but resource is world-grouped: manual check,LOW
gTwinrovaTitleCardTex,UNKNOWN,UI-style keyword present but resource is world-grouped: manual check,LOW
gAttackDoActionENGTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gAttackDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gAttackDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gAttackDoActionJPNTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gCheckDoActionENGTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gCheckDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gCheckDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gCheckDoActionJPNTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gClimbDoActionENGTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gClimbDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gClimbDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gClimbDoActionJPNTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gDecideDoActionENGTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gDecideDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gDecideDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gDecideDoActionJPNTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gDiveDoActionENGTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gDiveDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gDiveDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gDiveDoActionJPNTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gDownDoActionENGTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gDownDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gDownDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gDownDoActionJPNTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gDropDoActionENGTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gDropDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gDropDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gDropDoActionJPNTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gEnterDoActionENGTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gEnterDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gEnterDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gEnterDoActionJPNTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gFasterDoActionENGTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gFasterDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gFasterDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gFasterDoActionJPNTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gGrabDoActionENGTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gGrabDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gGrabDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gGrabDoActionJPNTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gJumpDoActionENGTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gJumpDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gJumpDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gJumpDoActionJPNTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gNextDoActionENGTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gNextDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gNextDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gNextDoActionJPNTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gNum1DoActionENGTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gNum1DoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gNum1DoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gNum1DoActionJPNTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gNum2DoActionENGTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gNum2DoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gNum2DoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gNum2DoActionJPNTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gNum3DoActionENGTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gNum3DoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gNum3DoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gNum3DoActionJPNTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gNum4DoActionENGTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gNum4DoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gNum4DoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gNum4DoActionJPNTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gNum5DoActionENGTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gNum5DoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gNum5DoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gNum5DoActionJPNTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gNum6DoActionENGTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gNum6DoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gNum6DoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gNum6DoActionJPNTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gNum7DoActionENGTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gNum7DoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gNum7DoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gNum7DoActionJPNTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gNum8DoActionENGTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gNum8DoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gNum8DoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gNum8DoActionJPNTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gOpenDoActionENGTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gOpenDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gOpenDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gOpenDoActionJPNTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gPutAwayDoActionENGTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gPutAwayDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gPutAwayDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gPutAwayDoActionJPNTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gReelDoActionENGTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gReelDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gReelDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gReelDoActionJPNTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gReturnDoActionENGTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gReturnDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gReturnDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gReturnDoActionJPNTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gSaveDoActionENGTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gSaveDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gSaveDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gSaveDoActionJPNTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gSpeakDoActionENGTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gSpeakDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gSpeakDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gSpeakDoActionJPNTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gStopDoActionENGTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gStopDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gStopDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gStopDoActionJPNTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gThrowDoActionENGTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gThrowDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gThrowDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static',HIGH
gThrowDoActionJPNTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely,HIGH
gUnusedNaviDoActionENGTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely; fairy/Navi effect keyword,HIGH
gUnusedNaviDoActionFRATex,UI_2D,dedicated UI texture group 'do_action_static'; fairy/Navi effect keyword,HIGH
gUnusedNaviDoActionGERTex,UI_2D,dedicated UI texture group 'do_action_static'; fairy/Navi effect keyword,HIGH
gUnusedNaviDoActionJPNTex,UI_2D,dedicated UI texture group 'do_action_static'; IA format (ia4) carries alpha -> transparency/alpha-test likely; fairy/Navi effect keyword,HIGH
gForestTempleTitleCardENGTex,UI_2D,dedicated UI texture group 'place_title_cards'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gForestTempleTitleCardFRATex,UI_2D,dedicated UI texture group 'place_title_cards',HIGH
gForestTempleTitleCardGERTex,UI_2D,dedicated UI texture group 'place_title_cards',HIGH
gShadowTempleTitleCardENGTex,UI_2D,dedicated UI texture group 'place_title_cards'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gShadowTempleTitleCardFRATex,UI_2D,dedicated UI texture group 'place_title_cards',HIGH
gShadowTempleTitleCardGERTex,UI_2D,dedicated UI texture group 'place_title_cards',HIGH
gFireTempleTitleCardENGTex,UI_2D,dedicated UI texture group 'place_title_cards'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gFireTempleTitleCardFRATex,UI_2D,dedicated UI texture group 'place_title_cards',HIGH
gFireTempleTitleCardGERTex,UI_2D,dedicated UI texture group 'place_title_cards',HIGH
gWaterTempleTitleCardENGTex,UI_2D,dedicated UI texture group 'place_title_cards'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gWaterTempleTitleCardFRATex,UI_2D,dedicated UI texture group 'place_title_cards',HIGH
gWaterTempleTitleCardGERTex,UI_2D,dedicated UI texture group 'place_title_cards',HIGH
gSpiritTempleTitleCardENGTex,UI_2D,dedicated UI texture group 'place_title_cards'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gSpiritTempleTitleCardFRATex,UI_2D,dedicated UI texture group 'place_title_cards',HIGH
gSpiritTempleTitleCardGERTex,UI_2D,dedicated UI texture group 'place_title_cards',HIGH
gDekuTreeTitleCardENGTex,UI_2D,dedicated UI texture group 'place_title_cards'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gDekuTreeTitleCardFRATex,UI_2D,dedicated UI texture group 'place_title_cards',HIGH
gDekuTreeTitleCardGERTex,UI_2D,dedicated UI texture group 'place_title_cards',HIGH
gJabuJabuTitleCardENGTex,UI_2D,dedicated UI texture group 'place_title_cards'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gJabuJabuTitleCardFRATex,UI_2D,dedicated UI texture group 'place_title_cards',HIGH
gJabuJabuTitleCardGERTex,UI_2D,dedicated UI texture group 'place_title_cards',HIGH
gDodongosCavernTitleCardENGTex,UI_2D,dedicated UI texture group 'place_title_cards'; IA format (ia8) carries alpha -> transparency/alpha-test likely,HIGH
gDodongosCavernTitleCardFRATex,UI_2D,dedicated UI texture group 'place_title_cards',HIGH
gDodongosCavernTitleCardGERTex,UI_2D,dedicated UI texture group 'place_title_cards',HIGH
