resource_id,resource_path,filename,source_file,resource_type,scene_or_object,likely_usage,notes
AnalogStick.png,__PNG__/custom/textures/buttons/AnalogStick.png,AnalogStick.png,custom/textures/buttons/AnalogStick.png,PNG_FILE,,custom texture file (actual file on disk),
AnalogStickOutline.png,__PNG__/custom/textures/buttons/AnalogStickOutline.png,AnalogStickOutline.png,custom/textures/buttons/AnalogStickOutline.png,PNG_FILE,,custom texture file (actual file on disk),
BBtn.png,__PNG__/custom/textures/buttons/BBtn.png,BBtn.png,custom/textures/buttons/BBtn.png,PNG_FILE,,custom texture file (actual file on disk),
BBtnOutline.png,__PNG__/custom/textures/buttons/BBtnOutline.png,BBtnOutline.png,custom/textures/buttons/BBtnOutline.png,PNG_FILE,,custom texture file (actual file on disk),
CDown.png,__PNG__/custom/textures/buttons/CDown.png,CDown.png,custom/textures/buttons/CDown.png,PNG_FILE,,custom texture file (actual file on disk),
CDownOutline.png,__PNG__/custom/textures/buttons/CDownOutline.png,CDownOutline.png,custom/textures/buttons/CDownOutline.png,PNG_FILE,,custom texture file (actual file on disk),
CLeft.png,__PNG__/custom/textures/buttons/CLeft.png,CLeft.png,custom/textures/buttons/CLeft.png,PNG_FILE,,custom texture file (actual file on disk),
CLeftOutline.png,__PNG__/custom/textures/buttons/CLeftOutline.png,CLeftOutline.png,custom/textures/buttons/CLeftOutline.png,PNG_FILE,,custom texture file (actual file on disk),
CRight.png,__PNG__/custom/textures/buttons/CRight.png,CRight.png,custom/textures/buttons/CRight.png,PNG_FILE,,custom texture file (actual file on disk),
CRightOutline.png,__PNG__/custom/textures/buttons/CRightOutline.png,CRightOutline.png,custom/textures/buttons/CRightOutline.png,PNG_FILE,,custom texture file (actual file on disk),
CUp.png,__PNG__/custom/textures/buttons/CUp.png,CUp.png,custom/textures/buttons/CUp.png,PNG_FILE,,custom texture file (actual file on disk),
CUpOutline.png,__PNG__/custom/textures/buttons/CUpOutline.png,CUpOutline.png,custom/textures/buttons/CUpOutline.png,PNG_FILE,,custom texture file (actual file on disk),
DPadDown.png,__PNG__/custom/textures/buttons/DPadDown.png,DPadDown.png,custom/textures/buttons/DPadDown.png,PNG_FILE,,custom texture file (actual file on disk),
DPadDownOutline.png,__PNG__/custom/textures/buttons/DPadDownOutline.png,DPadDownOutline.png,custom/textures/buttons/DPadDownOutline.png,PNG_FILE,,custom texture file (actual file on disk),
DPadLeft.png,__PNG__/custom/textures/buttons/DPadLeft.png,DPadLeft.png,custom/textures/buttons/DPadLeft.png,PNG_FILE,,custom texture file (actual file on disk),
DPadLeftOutline.png,__PNG__/custom/textures/buttons/DPadLeftOutline.png,DPadLeftOutline.png,custom/textures/buttons/DPadLeftOutline.png,PNG_FILE,,custom texture file (actual file on disk),
DPadRight.png,__PNG__/custom/textures/buttons/DPadRight.png,DPadRight.png,custom/textures/buttons/DPadRight.png,PNG_FILE,,custom texture file (actual file on disk),
DPadRightOutline.png,__PNG__/custom/textures/buttons/DPadRightOutline.png,DPadRightOutline.png,custom/textures/buttons/DPadRightOutline.png,PNG_FILE,,custom texture file (actual file on disk),
DPadUp.png,__PNG__/custom/textures/buttons/DPadUp.png,DPadUp.png,custom/textures/buttons/DPadUp.png,PNG_FILE,,custom texture file (actual file on disk),
DPadUpOutline.png,__PNG__/custom/textures/buttons/DPadUpOutline.png,DPadUpOutline.png,custom/textures/buttons/DPadUpOutline.png,PNG_FILE,,custom texture file (actual file on disk),
InputViewerBackground.png,__PNG__/custom/textures/buttons/InputViewerBackground.png,InputViewerBackground.png,custom/textures/buttons/InputViewerBackground.png,PNG_FILE,,custom texture file (actual file on disk),
LBtn.png,__PNG__/custom/textures/buttons/LBtn.png,LBtn.png,custom/textures/buttons/LBtn.png,PNG_FILE,,custom texture file (actual file on disk),
LBtnOutline.png,__PNG__/custom/textures/buttons/LBtnOutline.png,LBtnOutline.png,custom/textures/buttons/LBtnOutline.png,PNG_FILE,,custom texture file (actual file on disk),
LTBtn.i4.png,__PNG__/custom/textures/buttons/LTBtn.i4.png,LTBtn.i4.png,custom/textures/buttons/LTBtn.i4.png,PNG_FILE,,custom texture file (actual file on disk),
Mod1.png,__PNG__/custom/textures/buttons/Mod1.png,Mod1.png,custom/textures/buttons/Mod1.png,PNG_FILE,,custom texture file (actual file on disk),
Mod1Outline.png,__PNG__/custom/textures/buttons/Mod1Outline.png,Mod1Outline.png,custom/textures/buttons/Mod1Outline.png,PNG_FILE,,custom texture file (actual file on disk),
Mod2.png,__PNG__/custom/textures/buttons/Mod2.png,Mod2.png,custom/textures/buttons/Mod2.png,PNG_FILE,,custom texture file (actual file on disk),
Mod2Outline.png,__PNG__/custom/textures/buttons/Mod2Outline.png,Mod2Outline.png,custom/textures/buttons/Mod2Outline.png,PNG_FILE,,custom texture file (actual file on disk),
RBtn.png,__PNG__/custom/textures/buttons/RBtn.png,RBtn.png,custom/textures/buttons/RBtn.png,PNG_FILE,,custom texture file (actual file on disk),
RBtnOutline.png,__PNG__/custom/textures/buttons/RBtnOutline.png,RBtnOutline.png,custom/textures/buttons/RBtnOutline.png,PNG_FILE,,custom texture file (actual file on disk),
RightStick.png,__PNG__/custom/textures/buttons/RightStick.png,RightStick.png,custom/textures/buttons/RightStick.png,PNG_FILE,,custom texture file (actual file on disk),
RightStickOutline.png,__PNG__/custom/textures/buttons/RightStickOutline.png,RightStickOutline.png,custom/textures/buttons/RightStickOutline.png,PNG_FILE,,custom texture file (actual file on disk),
StartBtn.png,__PNG__/custom/textures/buttons/StartBtn.png,StartBtn.png,custom/textures/buttons/StartBtn.png,PNG_FILE,,custom texture file (actual file on disk),
StartBtnOutline.png,__PNG__/custom/textures/buttons/StartBtnOutline.png,StartBtnOutline.png,custom/textures/buttons/StartBtnOutline.png,PNG_FILE,,custom texture file (actual file on disk),
ZBtn.png,__PNG__/custom/textures/buttons/ZBtn.png,ZBtn.png,custom/textures/buttons/ZBtn.png,PNG_FILE,,custom texture file (actual file on disk),
ZBtnOutline.png,__PNG__/custom/textures/buttons/ZBtnOutline.png,ZBtnOutline.png,custom/textures/buttons/ZBtnOutline.png,PNG_FILE,,custom texture file (actual file on disk),
gIcon.png,__PNG__/custom/textures/icons/gIcon.png,gIcon.png,custom/textures/icons/gIcon.png,PNG_FILE,,custom texture file (actual file on disk),
gArrowDown.ia16.png,__PNG__/custom/textures/parameter_static/gArrowDown.ia16.png,gArrowDown.ia16.png,custom/textures/parameter_static/gArrowDown.ia16.png,PNG_FILE,,custom texture file (actual file on disk),IA format: intensity+alpha capable
gArrowUp.ia16.png,__PNG__/custom/textures/parameter_static/gArrowUp.ia16.png,gArrowUp.ia16.png,custom/textures/parameter_static/gArrowUp.ia16.png,PNG_FILE,,custom texture file (actual file on disk),IA format: intensity+alpha capable
gBossSoul.rgba32.png,__PNG__/custom/textures/parameter_static/gBossSoul.rgba32.png,gBossSoul.rgba32.png,custom/textures/parameter_static/gBossSoul.rgba32.png,PNG_FILE,,custom texture file (actual file on disk),
gDPad.ia16.png,__PNG__/custom/textures/parameter_static/gDPad.ia16.png,gDPad.ia16.png,custom/textures/parameter_static/gDPad.ia16.png,PNG_FILE,,custom texture file (actual file on disk),IA format: intensity+alpha capable
gMoon.rgba32.png,__PNG__/custom/textures/parameter_static/gMoon.rgba32.png,gMoon.rgba32.png,custom/textures/parameter_static/gMoon.rgba32.png,PNG_FILE,,custom texture file (actual file on disk),
gNavi.rgba32.png,__PNG__/custom/textures/parameter_static/gNavi.rgba32.png,gNavi.rgba32.png,custom/textures/parameter_static/gNavi.rgba32.png,PNG_FILE,,custom texture file (actual file on disk),
gSplitEntrance.rgba32.png,__PNG__/custom/textures/parameter_static/gSplitEntrance.rgba32.png,gSplitEntrance.rgba32.png,custom/textures/parameter_static/gSplitEntrance.rgba32.png,PNG_FILE,,custom texture file (actual file on disk),
gSun.rgba32.png,__PNG__/custom/textures/parameter_static/gSun.rgba32.png,gSun.rgba32.png,custom/textures/parameter_static/gSun.rgba32.png,PNG_FILE,,custom texture file (actual file on disk),
gTriforcePiece.rgba32.png,__PNG__/custom/textures/parameter_static/gTriforcePiece.rgba32.png,gTriforcePiece.rgba32.png,custom/textures/parameter_static/gTriforcePiece.rgba32.png,PNG_FILE,,custom texture file (actual file on disk),
gWTriforcePiece.rgba32.png,__PNG__/custom/textures/parameter_static/gWTriforcePiece.rgba32.png,gWTriforcePiece.rgba32.png,custom/textures/parameter_static/gWTriforcePiece.rgba32.png,PNG_FILE,,custom texture file (actual file on disk),
gFileSelBossRushSettingsENGTex.ia8.png,__PNG__/custom/textures/title_static/gFileSelBossRushSettingsENGTex.ia8.png,gFileSelBossRushSettingsENGTex.ia8.png,custom/textures/title_static/gFileSelBossRushSettingsENGTex.ia8.png,PNG_FILE,,custom texture file (actual file on disk),IA format: intensity+alpha capable
gFileSelBossRushSettingsFRATex.ia8.png,__PNG__/custom/textures/title_static/gFileSelBossRushSettingsFRATex.ia8.png,gFileSelBossRushSettingsFRATex.ia8.png,custom/textures/title_static/gFileSelBossRushSettingsFRATex.ia8.png,PNG_FILE,,custom texture file (actual file on disk),IA format: intensity+alpha capable
gFileSelBossRushSettingsGERTex.ia8.png,__PNG__/custom/textures/title_static/gFileSelBossRushSettingsGERTex.ia8.png,gFileSelBossRushSettingsGERTex.ia8.png,custom/textures/title_static/gFileSelBossRushSettingsGERTex.ia8.png,PNG_FILE,,custom texture file (actual file on disk),IA format: intensity+alpha capable
gFileSelBossRushSettingsJPNTex.ia8.png,__PNG__/custom/textures/title_static/gFileSelBossRushSettingsJPNTex.ia8.png,gFileSelBossRushSettingsJPNTex.ia8.png,custom/textures/title_static/gFileSelBossRushSettingsJPNTex.ia8.png,PNG_FILE,,custom texture file (actual file on disk),IA format: intensity+alpha capable
gFileSelMQButtonTex.ia16.png,__PNG__/custom/textures/title_static/gFileSelMQButtonTex.ia16.png,gFileSelMQButtonTex.ia16.png,custom/textures/title_static/gFileSelMQButtonTex.ia16.png,PNG_FILE,,custom texture file (actual file on disk),IA format: intensity+alpha capable
gFileSelPleaseChooseAQuestENGTex.ia8.png,__PNG__/custom/textures/title_static/gFileSelPleaseChooseAQuestENGTex.ia8.png,gFileSelPleaseChooseAQuestENGTex.ia8.png,custom/textures/title_static/gFileSelPleaseChooseAQuestENGTex.ia8.png,PNG_FILE,,custom texture file (actual file on disk),IA format: intensity+alpha capable
gFileSelPleaseChooseAQuestFRATex.ia8.png,__PNG__/custom/textures/title_static/gFileSelPleaseChooseAQuestFRATex.ia8.png,gFileSelPleaseChooseAQuestFRATex.ia8.png,custom/textures/title_static/gFileSelPleaseChooseAQuestFRATex.ia8.png,PNG_FILE,,custom texture file (actual file on disk),IA format: intensity+alpha capable
gFileSelPleaseChooseAQuestGERTex.ia8.png,__PNG__/custom/textures/title_static/gFileSelPleaseChooseAQuestGERTex.ia8.png,gFileSelPleaseChooseAQuestGERTex.ia8.png,custom/textures/title_static/gFileSelPleaseChooseAQuestGERTex.ia8.png,PNG_FILE,,custom texture file (actual file on disk),IA format: intensity+alpha capable
gFileSelPleaseChooseAQuestJPNTex.ia8.png,__PNG__/custom/textures/title_static/gFileSelPleaseChooseAQuestJPNTex.ia8.png,gFileSelPleaseChooseAQuestJPNTex.ia8.png,custom/textures/title_static/gFileSelPleaseChooseAQuestJPNTex.ia8.png,PNG_FILE,,custom texture file (actual file on disk),IA format: intensity+alpha capable
gFileSelRANDButtonTex.ia16.png,__PNG__/custom/textures/title_static/gFileSelRANDButtonTex.ia16.png,gFileSelRANDButtonTex.ia16.png,custom/textures/title_static/gFileSelRANDButtonTex.ia16.png,PNG_FILE,,custom texture file (actual file on disk),IA format: intensity+alpha capable
gEmptyTexture.rgba32.png,__PNG__/custom/textures/virtual/gEmptyTexture.rgba32.png,gEmptyTexture.rgba32.png,custom/textures/virtual/gEmptyTexture.rgba32.png,PNG_FILE,,custom texture file (actual file on disk),
gBetaCrystalSwitchDL,objects/gameplay_dangeon_keep/gBetaCrystalSwitchDL,gBetaCrystalSwitchDL,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,DISPLAY_LIST,object:gameplay_dangeon_keep,display list (draw commands; references materials),
gBetaFloorSwitchDL,objects/gameplay_dangeon_keep/gBetaFloorSwitchDL,gBetaFloorSwitchDL,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,DISPLAY_LIST,object:gameplay_dangeon_keep,display list (draw commands; references materials),
gBetaKokiriSwordSpriteDL,objects/gameplay_dangeon_keep/gBetaKokiriSwordSpriteDL,gBetaKokiriSwordSpriteDL,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,DISPLAY_LIST,object:gameplay_dangeon_keep,display list (draw commands; references materials),
gBetaSlingshotSpriteDL,objects/gameplay_dangeon_keep/gBetaSlingshotSpriteDL,gBetaSlingshotSpriteDL,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,DISPLAY_LIST,object:gameplay_dangeon_keep,display list (draw commands; references materials),
gBrownFragmentDL,objects/gameplay_dangeon_keep/gBrownFragmentDL,gBrownFragmentDL,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,DISPLAY_LIST,object:gameplay_dangeon_keep,display list (draw commands; references materials),
gCrstalSwitchBlueTex,objects/gameplay_dangeon_keep/gCrstalSwitchBlueTex,gCrstalSwitchBlueTex,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,TEXTURE,object:gameplay_dangeon_keep,texture,format=rgba16 32x32
gCrstalSwitchRedTex,objects/gameplay_dangeon_keep/gCrstalSwitchRedTex,gCrstalSwitchRedTex,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,TEXTURE,object:gameplay_dangeon_keep,texture,format=rgba16 32x32
gCrystalSwitchCoreOpaDL,objects/gameplay_dangeon_keep/gCrystalSwitchCoreOpaDL,gCrystalSwitchCoreOpaDL,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,DISPLAY_LIST,object:gameplay_dangeon_keep,display list (draw commands; references materials),
gCrystalSwitchCoreXluDL,objects/gameplay_dangeon_keep/gCrystalSwitchCoreXluDL,gCrystalSwitchCoreXluDL,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,DISPLAY_LIST,object:gameplay_dangeon_keep,display list (draw commands; references materials),
gCrystalSwitchDiamondOpaDL,objects/gameplay_dangeon_keep/gCrystalSwitchDiamondOpaDL,gCrystalSwitchDiamondOpaDL,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,DISPLAY_LIST,object:gameplay_dangeon_keep,display list (draw commands; references materials),
gCrystalSwitchDiamondXluDL,objects/gameplay_dangeon_keep/gCrystalSwitchDiamondXluDL,gCrystalSwitchDiamondXluDL,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,DISPLAY_LIST,object:gameplay_dangeon_keep,display list (draw commands; references materials),
gDoorChainDL,objects/gameplay_dangeon_keep/gDoorChainDL,gDoorChainDL,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,DISPLAY_LIST,object:gameplay_dangeon_keep,display list (draw commands; references materials),
gDoorChainTex,objects/gameplay_dangeon_keep/gDoorChainTex,gDoorChainTex,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,TEXTURE,object:gameplay_dangeon_keep,texture,format=rgba16 16x128
gDoorLockDL,objects/gameplay_dangeon_keep/gDoorLockDL,gDoorLockDL,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,DISPLAY_LIST,object:gameplay_dangeon_keep,display list (draw commands; references materials),
gDungeonKeepTex_00C8A0,objects/gameplay_dangeon_keep/gDungeonKeepTex_00C8A0,gDungeonKeepTex_00C8A0,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,TEXTURE,object:gameplay_dangeon_keep,texture,format=rgba16 32x32
gDungeonKeepTex_00E8A0,objects/gameplay_dangeon_keep/gDungeonKeepTex_00E8A0,gDungeonKeepTex_00E8A0,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,TEXTURE,object:gameplay_dangeon_keep,texture,format=i8 32x32
gDungeonKeepTex_00ECA0,objects/gameplay_dangeon_keep/gDungeonKeepTex_00ECA0,gDungeonKeepTex_00ECA0,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,TEXTURE,object:gameplay_dangeon_keep,texture,format=i8 32x32
gDungeonKeepTex_00F0A0,objects/gameplay_dangeon_keep/gDungeonKeepTex_00F0A0,gDungeonKeepTex_00F0A0,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,TEXTURE,object:gameplay_dangeon_keep,texture,format=rgba16 32x32
gDungeonkeepTex_00D0A0,objects/gameplay_dangeon_keep/gDungeonkeepTex_00D0A0,gDungeonkeepTex_00D0A0,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,TEXTURE,object:gameplay_dangeon_keep,texture,format=rgba16 32x32
gEyeSwitch1DL,objects/gameplay_dangeon_keep/gEyeSwitch1DL,gEyeSwitch1DL,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,DISPLAY_LIST,object:gameplay_dangeon_keep,display list (draw commands; references materials),
gEyeSwitch2DL,objects/gameplay_dangeon_keep/gEyeSwitch2DL,gEyeSwitch2DL,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,DISPLAY_LIST,object:gameplay_dangeon_keep,display list (draw commands; references materials),
gEyeSwitchGoldClosedTex,objects/gameplay_dangeon_keep/gEyeSwitchGoldClosedTex,gEyeSwitchGoldClosedTex,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,TEXTURE,object:gameplay_dangeon_keep,texture,format=rgba16 32x32
gEyeSwitchGoldClosingTex,objects/gameplay_dangeon_keep/gEyeSwitchGoldClosingTex,gEyeSwitchGoldClosingTex,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,TEXTURE,object:gameplay_dangeon_keep,texture,format=rgba16 32x32
gEyeSwitchGoldOpenTex,objects/gameplay_dangeon_keep/gEyeSwitchGoldOpenTex,gEyeSwitchGoldOpenTex,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,TEXTURE,object:gameplay_dangeon_keep,texture,format=rgba16 32x32
gEyeSwitchGoldOpeningTex,objects/gameplay_dangeon_keep/gEyeSwitchGoldOpeningTex,gEyeSwitchGoldOpeningTex,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,TEXTURE,object:gameplay_dangeon_keep,texture,format=rgba16 32x32
gEyeSwitchSilverClosedTex,objects/gameplay_dangeon_keep/gEyeSwitchSilverClosedTex,gEyeSwitchSilverClosedTex,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,TEXTURE,object:gameplay_dangeon_keep,texture,format=rgba16 32x32
gEyeSwitchSilverHalfTex,objects/gameplay_dangeon_keep/gEyeSwitchSilverHalfTex,gEyeSwitchSilverHalfTex,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,TEXTURE,object:gameplay_dangeon_keep,texture,format=rgba16 32x32
gEyeSwitchSilverOpenTex,objects/gameplay_dangeon_keep/gEyeSwitchSilverOpenTex,gEyeSwitchSilverOpenTex,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,TEXTURE,object:gameplay_dangeon_keep,texture,format=rgba16 32x32
gFloorSwitch1DL,objects/gameplay_dangeon_keep/gFloorSwitch1DL,gFloorSwitch1DL,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,DISPLAY_LIST,object:gameplay_dangeon_keep,display list (draw commands; references materials),
gFloorSwitch2DL,objects/gameplay_dangeon_keep/gFloorSwitch2DL,gFloorSwitch2DL,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,DISPLAY_LIST,object:gameplay_dangeon_keep,display list (draw commands; references materials),
gFloorSwitch3DL,objects/gameplay_dangeon_keep/gFloorSwitch3DL,gFloorSwitch3DL,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,DISPLAY_LIST,object:gameplay_dangeon_keep,display list (draw commands; references materials),
gFloorSwitchCol,objects/gameplay_dangeon_keep/gFloorSwitchCol,gFloorSwitchCol,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,ASSET_REF,object:gameplay_dangeon_keep,,
gMagicJarSpriteDL,objects/gameplay_dangeon_keep/gMagicJarSpriteDL,gMagicJarSpriteDL,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,DISPLAY_LIST,object:gameplay_dangeon_keep,display list (draw commands; references materials),
gPotDL,objects/gameplay_dangeon_keep/gPotDL,gPotDL,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,DISPLAY_LIST,object:gameplay_dangeon_keep,display list (draw commands; references materials),
gPotFragmentDL,objects/gameplay_dangeon_keep/gPotFragmentDL,gPotFragmentDL,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,DISPLAY_LIST,object:gameplay_dangeon_keep,display list (draw commands; references materials),
gPushBlockBaseTex,objects/gameplay_dangeon_keep/gPushBlockBaseTex,gPushBlockBaseTex,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,TEXTURE,object:gameplay_dangeon_keep,texture,format=i4 64x64
gPushBlockCol,objects/gameplay_dangeon_keep/gPushBlockCol,gPushBlockCol,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,ASSET_REF,object:gameplay_dangeon_keep,,
gPushBlockDL,objects/gameplay_dangeon_keep/gPushBlockDL,gPushBlockDL,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,DISPLAY_LIST,object:gameplay_dangeon_keep,display list (draw commands; references materials),
gPushBlockGrayTex,objects/gameplay_dangeon_keep/gPushBlockGrayTex,gPushBlockGrayTex,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,TEXTURE,object:gameplay_dangeon_keep,texture,format=i4 64x64
gPushBlockSilverTex,objects/gameplay_dangeon_keep/gPushBlockSilverTex,gPushBlockSilverTex,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,TEXTURE,object:gameplay_dangeon_keep,texture,format=i4 64x64
gRustyFloorSwitchDL,objects/gameplay_dangeon_keep/gRustyFloorSwitchDL,gRustyFloorSwitchDL,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,DISPLAY_LIST,object:gameplay_dangeon_keep,display list (draw commands; references materials),
gSmallWoodenBoxDL,objects/gameplay_dangeon_keep/gSmallWoodenBoxDL,gSmallWoodenBoxDL,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,DISPLAY_LIST,object:gameplay_dangeon_keep,display list (draw commands; references materials),
gSmallWoodenBoxFragmentDL,objects/gameplay_dangeon_keep/gSmallWoodenBoxFragmentDL,gSmallWoodenBoxFragmentDL,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,DISPLAY_LIST,object:gameplay_dangeon_keep,display list (draw commands; references materials),
gUnusedBombBagDL,objects/gameplay_dangeon_keep/gUnusedBombBagDL,gUnusedBombBagDL,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,DISPLAY_LIST,object:gameplay_dangeon_keep,display list (draw commands; references materials),
gUnusedCandleDL,objects/gameplay_dangeon_keep/gUnusedCandleDL,gUnusedCandleDL,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,DISPLAY_LIST,object:gameplay_dangeon_keep,display list (draw commands; references materials),
gUnusedGoldLockTex,objects/gameplay_dangeon_keep/gUnusedGoldLockTex,gUnusedGoldLockTex,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,TEXTURE,object:gameplay_dangeon_keep,texture,format=rgba16 32x32
gUnusedStoneTex,objects/gameplay_dangeon_keep/gUnusedStoneTex,gUnusedStoneTex,objects/gameplay_dangeon_keep/gameplay_dangeon_keep.h,TEXTURE,object:gameplay_dangeon_keep,texture,format=rgba16 32x32
